From Date,To Date,PM2.5
26-09-2019 20:00,27-09-2019 00:00,49.57
27-09-2019 00:00,27-09-2019 04:00,30.67
27-09-2019 04:00,27-09-2019 08:00,45.5
27-09-2019 08:00,27-09-2019 12:00,28.86
27-09-2019 12:00,27-09-2019 16:00,
27-09-2019 16:00,27-09-2019 20:00,
27-09-2019 20:00,28-09-2019 00:00,
28-09-2019 00:00,28-09-2019 04:00,
28-09-2019 04:00,28-09-2019 08:00,
28-09-2019 08:00,28-09-2019 12:00,18
28-09-2019 12:00,28-09-2019 16:00,8.13
28-09-2019 16:00,28-09-2019 20:00,7.93
28-09-2019 20:00,29-09-2019 00:00,18.71
29-09-2019 00:00,29-09-2019 04:00,15.71
29-09-2019 04:00,29-09-2019 08:00,29.14
29-09-2019 08:00,29-09-2019 12:00,37.31
29-09-2019 12:00,29-09-2019 16:00,14.73
29-09-2019 16:00,29-09-2019 20:00,32.4
29-09-2019 20:00,30-09-2019 00:00,47.15
30-09-2019 00:00,30-09-2019 04:00,44.62
30-09-2019 04:00,30-09-2019 08:00,18
30-09-2019 08:00,30-09-2019 12:00,20.62
30-09-2019 12:00,30-09-2019 16:00,21.47
30-09-2019 16:00,30-09-2019 20:00,43.2
30-09-2019 20:00,01-10-2019 00:00,42.33
01-10-2019 00:00,01-10-2019 04:00,29.2
01-10-2019 04:00,01-10-2019 08:00,21.75
01-10-2019 08:00,01-10-2019 12:00,34.86
01-10-2019 12:00,01-10-2019 16:00,22.71
01-10-2019 16:00,01-10-2019 20:00,29.07
01-10-2019 20:00,02-10-2019 00:00,32
02-10-2019 00:00,02-10-2019 04:00,24.5
02-10-2019 04:00,02-10-2019 08:00,20.79
02-10-2019 08:00,02-10-2019 12:00,32.93
02-10-2019 12:00,02-10-2019 16:00,15.2
02-10-2019 16:00,02-10-2019 20:00,21.5
02-10-2019 20:00,03-10-2019 00:00,46.08
03-10-2019 00:00,03-10-2019 04:00,42.44
03-10-2019 04:00,03-10-2019 08:00,44.4
03-10-2019 08:00,03-10-2019 12:00,
03-10-2019 12:00,03-10-2019 16:00,
03-10-2019 16:00,03-10-2019 20:00,
03-10-2019 20:00,04-10-2019 00:00,
04-10-2019 00:00,04-10-2019 04:00,
04-10-2019 04:00,04-10-2019 08:00,
04-10-2019 08:00,04-10-2019 12:00,
04-10-2019 12:00,04-10-2019 16:00,
04-10-2019 16:00,04-10-2019 20:00,31.67
04-10-2019 20:00,05-10-2019 00:00,
05-10-2019 00:00,05-10-2019 04:00,
05-10-2019 04:00,05-10-2019 08:00,
05-10-2019 08:00,05-10-2019 12:00,
05-10-2019 12:00,05-10-2019 16:00,26.67
05-10-2019 16:00,05-10-2019 20:00,44.64
05-10-2019 20:00,06-10-2019 00:00,46.67
06-10-2019 00:00,06-10-2019 04:00,36.94
06-10-2019 04:00,06-10-2019 08:00,29.69
06-10-2019 08:00,06-10-2019 12:00,38.07
06-10-2019 12:00,06-10-2019 16:00,16.5
06-10-2019 16:00,06-10-2019 20:00,17.64
06-10-2019 20:00,07-10-2019 00:00,15.5
07-10-2019 00:00,07-10-2019 04:00,21.67
07-10-2019 04:00,07-10-2019 08:00,25.2
07-10-2019 08:00,07-10-2019 12:00,29.22
07-10-2019 12:00,07-10-2019 16:00,29.5
07-10-2019 16:00,07-10-2019 20:00,36.6
07-10-2019 20:00,08-10-2019 00:00,46.47
08-10-2019 00:00,08-10-2019 04:00,46.92
08-10-2019 04:00,08-10-2019 08:00,76.93
08-10-2019 08:00,08-10-2019 12:00,52.45
08-10-2019 12:00,08-10-2019 16:00,
08-10-2019 16:00,08-10-2019 20:00,
08-10-2019 20:00,09-10-2019 00:00,
09-10-2019 00:00,09-10-2019 04:00,
09-10-2019 04:00,09-10-2019 08:00,
09-10-2019 08:00,09-10-2019 12:00,14.8
09-10-2019 12:00,09-10-2019 16:00,16.27
09-10-2019 16:00,09-10-2019 20:00,8.87
09-10-2019 20:00,10-10-2019 00:00,29.07
10-10-2019 00:00,10-10-2019 04:00,31.2
10-10-2019 04:00,10-10-2019 08:00,36.31
10-10-2019 08:00,10-10-2019 12:00,32.71
10-10-2019 12:00,10-10-2019 16:00,9.9
10-10-2019 16:00,10-10-2019 20:00,13.69
10-10-2019 20:00,11-10-2019 00:00,28.94
11-10-2019 00:00,11-10-2019 04:00,23.21
11-10-2019 04:00,11-10-2019 08:00,39.14
11-10-2019 08:00,11-10-2019 12:00,29.79
11-10-2019 12:00,11-10-2019 16:00,12.8
11-10-2019 16:00,11-10-2019 20:00,11.19
11-10-2019 20:00,12-10-2019 00:00,32.38
12-10-2019 00:00,12-10-2019 04:00,28.8
12-10-2019 04:00,12-10-2019 08:00,37.55
12-10-2019 08:00,12-10-2019 12:00,36.8
12-10-2019 12:00,12-10-2019 16:00,22
12-10-2019 16:00,12-10-2019 20:00,6.33
12-10-2019 20:00,13-10-2019 00:00,28.6
13-10-2019 00:00,13-10-2019 04:00,33.73
13-10-2019 04:00,13-10-2019 08:00,65.56
13-10-2019 08:00,13-10-2019 12:00,21.38
13-10-2019 12:00,13-10-2019 16:00,9.58
13-10-2019 16:00,13-10-2019 20:00,14.25
13-10-2019 20:00,14-10-2019 00:00,
14-10-2019 00:00,14-10-2019 04:00,
14-10-2019 04:00,14-10-2019 08:00,
14-10-2019 08:00,14-10-2019 12:00,
14-10-2019 12:00,14-10-2019 16:00,15.12
14-10-2019 16:00,14-10-2019 20:00,29.88
14-10-2019 20:00,15-10-2019 00:00,41.27
15-10-2019 00:00,15-10-2019 04:00,41.13
15-10-2019 04:00,15-10-2019 08:00,43.6
15-10-2019 08:00,15-10-2019 12:00,55
15-10-2019 12:00,15-10-2019 16:00,36.92
15-10-2019 16:00,15-10-2019 20:00,46.57
15-10-2019 20:00,16-10-2019 00:00,49.4
16-10-2019 00:00,16-10-2019 04:00,54.6
16-10-2019 04:00,16-10-2019 08:00,57.5
16-10-2019 08:00,16-10-2019 12:00,32
16-10-2019 12:00,16-10-2019 16:00,17
16-10-2019 16:00,16-10-2019 20:00,20.21
16-10-2019 20:00,17-10-2019 00:00,5.54
17-10-2019 00:00,17-10-2019 04:00,6.29
17-10-2019 04:00,17-10-2019 08:00,6.92
17-10-2019 08:00,17-10-2019 12:00,11.06
17-10-2019 12:00,17-10-2019 16:00,0.67
17-10-2019 16:00,17-10-2019 20:00,5.5
17-10-2019 20:00,18-10-2019 00:00,10.36
18-10-2019 00:00,18-10-2019 04:00,5.86
18-10-2019 04:00,18-10-2019 08:00,6.93
18-10-2019 08:00,18-10-2019 12:00,11.13
18-10-2019 12:00,18-10-2019 16:00,8.5
18-10-2019 16:00,18-10-2019 20:00,8.33
18-10-2019 20:00,19-10-2019 00:00,11.33
19-10-2019 00:00,19-10-2019 04:00,9.8
19-10-2019 04:00,19-10-2019 08:00,8.08
19-10-2019 08:00,19-10-2019 12:00,16.5
19-10-2019 12:00,19-10-2019 16:00,8
19-10-2019 16:00,19-10-2019 20:00,6.67
19-10-2019 20:00,20-10-2019 00:00,14.93
20-10-2019 00:00,20-10-2019 04:00,13
20-10-2019 04:00,20-10-2019 08:00,5.2
20-10-2019 08:00,20-10-2019 12:00,1.62
20-10-2019 12:00,20-10-2019 16:00,2.79
20-10-2019 16:00,20-10-2019 20:00,4.06
20-10-2019 20:00,21-10-2019 00:00,9.31
21-10-2019 00:00,21-10-2019 04:00,10.5
21-10-2019 04:00,21-10-2019 08:00,6.64
21-10-2019 08:00,21-10-2019 12:00,17.46
21-10-2019 12:00,21-10-2019 16:00,4.75
21-10-2019 16:00,21-10-2019 20:00,13.87
21-10-2019 20:00,22-10-2019 00:00,6.67
22-10-2019 00:00,22-10-2019 04:00,8.06
22-10-2019 04:00,22-10-2019 08:00,5.92
22-10-2019 08:00,22-10-2019 12:00,21.67
22-10-2019 12:00,22-10-2019 16:00,32.36
22-10-2019 16:00,22-10-2019 20:00,12.93
22-10-2019 20:00,23-10-2019 00:00,4.07
23-10-2019 00:00,23-10-2019 04:00,2.14
23-10-2019 04:00,23-10-2019 08:00,0
23-10-2019 08:00,23-10-2019 12:00,4
23-10-2019 12:00,23-10-2019 16:00,
23-10-2019 16:00,23-10-2019 20:00,5.44
23-10-2019 20:00,24-10-2019 00:00,4.6
24-10-2019 00:00,24-10-2019 04:00,
24-10-2019 04:00,24-10-2019 08:00,
24-10-2019 08:00,24-10-2019 12:00,52.88
24-10-2019 12:00,24-10-2019 16:00,31.57
24-10-2019 16:00,24-10-2019 20:00,19.93
24-10-2019 20:00,25-10-2019 00:00,28.19
25-10-2019 00:00,25-10-2019 04:00,20.08
25-10-2019 04:00,25-10-2019 08:00,43.21
25-10-2019 08:00,25-10-2019 12:00,46.07
25-10-2019 12:00,25-10-2019 16:00,37.71
25-10-2019 16:00,25-10-2019 20:00,51.5
25-10-2019 20:00,26-10-2019 00:00,24.4
26-10-2019 00:00,26-10-2019 04:00,8.14
26-10-2019 04:00,26-10-2019 08:00,21.4
26-10-2019 08:00,26-10-2019 12:00,34.43
26-10-2019 12:00,26-10-2019 16:00,11.94
26-10-2019 16:00,26-10-2019 20:00,14
26-10-2019 20:00,27-10-2019 00:00,31.93
27-10-2019 00:00,27-10-2019 04:00,33
27-10-2019 04:00,27-10-2019 08:00,56.57
27-10-2019 08:00,27-10-2019 12:00,20.67
27-10-2019 12:00,27-10-2019 16:00,19.71
27-10-2019 16:00,27-10-2019 20:00,68.25
27-10-2019 20:00,28-10-2019 00:00,580.73
28-10-2019 00:00,28-10-2019 04:00,68.53
28-10-2019 04:00,28-10-2019 08:00,36.6
28-10-2019 08:00,28-10-2019 12:00,23.77
28-10-2019 12:00,28-10-2019 16:00,8.13
28-10-2019 16:00,28-10-2019 20:00,20.5
28-10-2019 20:00,29-10-2019 00:00,44.8
29-10-2019 00:00,29-10-2019 04:00,31.69
29-10-2019 04:00,29-10-2019 08:00,34.25
29-10-2019 08:00,29-10-2019 12:00,35.07
29-10-2019 12:00,29-10-2019 16:00,24.86
29-10-2019 16:00,29-10-2019 20:00,24.07
29-10-2019 20:00,30-10-2019 00:00,38.27
30-10-2019 00:00,30-10-2019 04:00,35.08
30-10-2019 04:00,30-10-2019 08:00,42.75
30-10-2019 08:00,30-10-2019 12:00,33.07
30-10-2019 12:00,30-10-2019 16:00,39.93
30-10-2019 16:00,30-10-2019 20:00,44.36
30-10-2019 20:00,31-10-2019 00:00,62.71
31-10-2019 00:00,31-10-2019 04:00,73.07
31-10-2019 04:00,31-10-2019 08:00,87.62
31-10-2019 08:00,31-10-2019 12:00,56
31-10-2019 12:00,31-10-2019 16:00,41
31-10-2019 16:00,31-10-2019 20:00,39
31-10-2019 20:00,01-11-2019 00:00,117.77
01-11-2019 00:00,01-11-2019 04:00,118.47
01-11-2019 04:00,01-11-2019 08:00,79.21
01-11-2019 08:00,01-11-2019 12:00,76.86
01-11-2019 12:00,01-11-2019 16:00,78.36
01-11-2019 16:00,01-11-2019 20:00,42.14
01-11-2019 20:00,02-11-2019 00:00,48.4
02-11-2019 00:00,02-11-2019 04:00,70.62
02-11-2019 04:00,02-11-2019 08:00,70.75
02-11-2019 08:00,02-11-2019 12:00,70.53
02-11-2019 12:00,02-11-2019 16:00,87.92
02-11-2019 16:00,02-11-2019 20:00,109.67
02-11-2019 20:00,03-11-2019 00:00,125.73
03-11-2019 00:00,03-11-2019 04:00,124.73
03-11-2019 04:00,03-11-2019 08:00,172.56
03-11-2019 08:00,03-11-2019 12:00,148.71
03-11-2019 12:00,03-11-2019 16:00,114.07
03-11-2019 16:00,03-11-2019 20:00,143.07
03-11-2019 20:00,04-11-2019 00:00,184
04-11-2019 00:00,04-11-2019 04:00,134.36
04-11-2019 04:00,04-11-2019 08:00,109.2
04-11-2019 08:00,04-11-2019 12:00,90.71
04-11-2019 12:00,04-11-2019 16:00,89.8
04-11-2019 16:00,04-11-2019 20:00,91.88
04-11-2019 20:00,05-11-2019 00:00,120.81
05-11-2019 00:00,05-11-2019 04:00,135
05-11-2019 04:00,05-11-2019 08:00,136.4
05-11-2019 08:00,05-11-2019 12:00,107.19
05-11-2019 12:00,05-11-2019 16:00,93.07
05-11-2019 16:00,05-11-2019 20:00,96.25
05-11-2019 20:00,06-11-2019 00:00,111.67
06-11-2019 00:00,06-11-2019 04:00,102.54
06-11-2019 04:00,06-11-2019 08:00,128.77
06-11-2019 08:00,06-11-2019 12:00,124.8
06-11-2019 12:00,06-11-2019 16:00,88.1
06-11-2019 16:00,06-11-2019 20:00,114.42
06-11-2019 20:00,07-11-2019 00:00,155.86
07-11-2019 00:00,07-11-2019 04:00,156.46
07-11-2019 04:00,07-11-2019 08:00,74.53
07-11-2019 08:00,07-11-2019 12:00,76.08
07-11-2019 12:00,07-11-2019 16:00,68.25
07-11-2019 16:00,07-11-2019 20:00,94.13
07-11-2019 20:00,08-11-2019 00:00,88.36
08-11-2019 00:00,08-11-2019 04:00,71.27
08-11-2019 04:00,08-11-2019 08:00,82.86
08-11-2019 08:00,08-11-2019 12:00,97.07
08-11-2019 12:00,08-11-2019 16:00,47.79
08-11-2019 16:00,08-11-2019 20:00,69.9
08-11-2019 20:00,09-11-2019 00:00,100.4
09-11-2019 00:00,09-11-2019 04:00,86.62
09-11-2019 04:00,09-11-2019 08:00,73.75
09-11-2019 08:00,09-11-2019 12:00,53
09-11-2019 12:00,09-11-2019 16:00,39.33
09-11-2019 16:00,09-11-2019 20:00,35.67
09-11-2019 20:00,10-11-2019 00:00,43.31
10-11-2019 00:00,10-11-2019 04:00,31.5
10-11-2019 04:00,10-11-2019 08:00,66.67
10-11-2019 08:00,10-11-2019 12:00,40.57
10-11-2019 12:00,10-11-2019 16:00,31.5
10-11-2019 16:00,10-11-2019 20:00,25
10-11-2019 20:00,11-11-2019 00:00,27.15
11-11-2019 00:00,11-11-2019 04:00,36.07
11-11-2019 04:00,11-11-2019 08:00,65.83
11-11-2019 08:00,11-11-2019 12:00,33.46
11-11-2019 12:00,11-11-2019 16:00,31.4
11-11-2019 16:00,11-11-2019 20:00,29.71
11-11-2019 20:00,12-11-2019 00:00,24.93
12-11-2019 00:00,12-11-2019 04:00,53
12-11-2019 04:00,12-11-2019 08:00,40.67
12-11-2019 08:00,12-11-2019 12:00,29.92
12-11-2019 12:00,12-11-2019 16:00,26.79
12-11-2019 16:00,12-11-2019 20:00,37
12-11-2019 20:00,13-11-2019 00:00,35.73
13-11-2019 00:00,13-11-2019 04:00,39
13-11-2019 04:00,13-11-2019 08:00,40.08
13-11-2019 08:00,13-11-2019 12:00,35.88
13-11-2019 12:00,13-11-2019 16:00,41.67
13-11-2019 16:00,13-11-2019 20:00,47.36
13-11-2019 20:00,14-11-2019 00:00,48.15
14-11-2019 00:00,14-11-2019 04:00,49.36
14-11-2019 04:00,14-11-2019 08:00,51.86
14-11-2019 08:00,14-11-2019 12:00,60.5
14-11-2019 12:00,14-11-2019 16:00,56
14-11-2019 16:00,14-11-2019 20:00,64.5
14-11-2019 20:00,15-11-2019 00:00,54
15-11-2019 00:00,15-11-2019 04:00,51.79
15-11-2019 04:00,15-11-2019 08:00,57.36
15-11-2019 08:00,15-11-2019 12:00,60.92
15-11-2019 12:00,15-11-2019 16:00,61.92
15-11-2019 16:00,15-11-2019 20:00,62.07
15-11-2019 20:00,16-11-2019 00:00,65.87
16-11-2019 00:00,16-11-2019 04:00,55.54
16-11-2019 04:00,16-11-2019 08:00,73.88
16-11-2019 08:00,16-11-2019 12:00,63.27
16-11-2019 12:00,16-11-2019 16:00,52.93
16-11-2019 16:00,16-11-2019 20:00,48
16-11-2019 20:00,17-11-2019 00:00,44.79
17-11-2019 00:00,17-11-2019 04:00,41.79
17-11-2019 04:00,17-11-2019 08:00,57
17-11-2019 08:00,17-11-2019 12:00,50
17-11-2019 12:00,17-11-2019 16:00,
17-11-2019 16:00,17-11-2019 20:00,42.07
17-11-2019 20:00,18-11-2019 00:00,47.23
18-11-2019 00:00,18-11-2019 04:00,41
18-11-2019 04:00,18-11-2019 08:00,52.47
18-11-2019 08:00,18-11-2019 12:00,44.38
18-11-2019 12:00,18-11-2019 16:00,38.46
18-11-2019 16:00,18-11-2019 20:00,48.07
18-11-2019 20:00,19-11-2019 00:00,57.57
19-11-2019 00:00,19-11-2019 04:00,60.67
19-11-2019 04:00,19-11-2019 08:00,71.75
19-11-2019 08:00,19-11-2019 12:00,76.43
19-11-2019 12:00,19-11-2019 16:00,74.07
19-11-2019 16:00,19-11-2019 20:00,87.27
19-11-2019 20:00,20-11-2019 00:00,75.81
20-11-2019 00:00,20-11-2019 04:00,75.5
20-11-2019 04:00,20-11-2019 08:00,80.27
20-11-2019 08:00,20-11-2019 12:00,77.07
20-11-2019 12:00,20-11-2019 16:00,59.6
20-11-2019 16:00,20-11-2019 20:00,60.81
20-11-2019 20:00,21-11-2019 00:00,60
21-11-2019 00:00,21-11-2019 04:00,61.67
21-11-2019 04:00,21-11-2019 08:00,57.23
21-11-2019 08:00,21-11-2019 12:00,53.07
21-11-2019 12:00,21-11-2019 16:00,42.12
21-11-2019 16:00,21-11-2019 20:00,43.25
21-11-2019 20:00,22-11-2019 00:00,48.79
22-11-2019 00:00,22-11-2019 04:00,45.38
22-11-2019 04:00,22-11-2019 08:00,49
22-11-2019 08:00,22-11-2019 12:00,51.44
22-11-2019 12:00,22-11-2019 16:00,56.5
22-11-2019 16:00,22-11-2019 20:00,55.79
22-11-2019 20:00,23-11-2019 00:00,62.46
23-11-2019 00:00,23-11-2019 04:00,65.79
23-11-2019 04:00,23-11-2019 08:00,74.8
23-11-2019 08:00,23-11-2019 12:00,69.88
23-11-2019 12:00,23-11-2019 16:00,57.85
23-11-2019 16:00,23-11-2019 20:00,66.85
23-11-2019 20:00,24-11-2019 00:00,84.36
24-11-2019 00:00,24-11-2019 04:00,
24-11-2019 04:00,24-11-2019 08:00,
24-11-2019 08:00,24-11-2019 12:00,
24-11-2019 12:00,24-11-2019 16:00,
24-11-2019 16:00,24-11-2019 20:00,
24-11-2019 20:00,25-11-2019 00:00,
25-11-2019 00:00,25-11-2019 04:00,
25-11-2019 04:00,25-11-2019 08:00,
25-11-2019 08:00,25-11-2019 12:00,96.5
25-11-2019 12:00,25-11-2019 16:00,92.4
25-11-2019 16:00,25-11-2019 20:00,95
25-11-2019 20:00,26-11-2019 00:00,99.08
26-11-2019 00:00,26-11-2019 04:00,102
26-11-2019 04:00,26-11-2019 08:00,107.46
26-11-2019 08:00,26-11-2019 12:00,105.38
26-11-2019 12:00,26-11-2019 16:00,79.93
26-11-2019 16:00,26-11-2019 20:00,85.31
26-11-2019 20:00,27-11-2019 00:00,75.64
27-11-2019 00:00,27-11-2019 04:00,66.73
27-11-2019 04:00,27-11-2019 08:00,81.07
27-11-2019 08:00,27-11-2019 12:00,88.13
27-11-2019 12:00,27-11-2019 16:00,66.5
27-11-2019 16:00,27-11-2019 20:00,69.5
27-11-2019 20:00,28-11-2019 00:00,62.33
28-11-2019 00:00,28-11-2019 04:00,62.8
28-11-2019 04:00,28-11-2019 08:00,57.13
28-11-2019 08:00,28-11-2019 12:00,44.87
28-11-2019 12:00,28-11-2019 16:00,28.29
28-11-2019 16:00,28-11-2019 20:00,31.69
28-11-2019 20:00,29-11-2019 00:00,34.43
29-11-2019 00:00,29-11-2019 04:00,24.13
29-11-2019 04:00,29-11-2019 08:00,48.88
29-11-2019 08:00,29-11-2019 12:00,72.47
29-11-2019 12:00,29-11-2019 16:00,67.31
29-11-2019 16:00,29-11-2019 20:00,82.88
29-11-2019 20:00,30-11-2019 00:00,87.43
30-11-2019 00:00,30-11-2019 04:00,76.8
30-11-2019 04:00,30-11-2019 08:00,63.33
30-11-2019 08:00,30-11-2019 12:00,55.38
30-11-2019 12:00,30-11-2019 16:00,50.8
30-11-2019 16:00,30-11-2019 20:00,70.14
30-11-2019 20:00,01-12-2019 00:00,59.62
01-12-2019 00:00,01-12-2019 04:00,65.43
01-12-2019 04:00,01-12-2019 08:00,60.69
01-12-2019 08:00,01-12-2019 12:00,55.07
01-12-2019 12:00,01-12-2019 16:00,42.57
01-12-2019 16:00,01-12-2019 20:00,66.69
01-12-2019 20:00,02-12-2019 00:00,50.14
02-12-2019 00:00,02-12-2019 04:00,48.53
02-12-2019 04:00,02-12-2019 08:00,56.43
02-12-2019 08:00,02-12-2019 12:00,78.94
02-12-2019 12:00,02-12-2019 16:00,79.47
02-12-2019 16:00,02-12-2019 20:00,69.27
02-12-2019 20:00,03-12-2019 00:00,60.93
03-12-2019 00:00,03-12-2019 04:00,61
03-12-2019 04:00,03-12-2019 08:00,71.8
03-12-2019 08:00,03-12-2019 12:00,80.36
03-12-2019 12:00,03-12-2019 16:00,73.27
03-12-2019 16:00,03-12-2019 20:00,76.47
03-12-2019 20:00,04-12-2019 00:00,63.93
04-12-2019 00:00,04-12-2019 04:00,64.47
04-12-2019 04:00,04-12-2019 08:00,63.33
04-12-2019 08:00,04-12-2019 12:00,63.29
04-12-2019 12:00,04-12-2019 16:00,55.44
04-12-2019 16:00,04-12-2019 20:00,64
04-12-2019 20:00,05-12-2019 00:00,71.94
05-12-2019 00:00,05-12-2019 04:00,73.13
05-12-2019 04:00,05-12-2019 08:00,82.27
05-12-2019 08:00,05-12-2019 12:00,82.86
05-12-2019 12:00,05-12-2019 16:00,78.36
05-12-2019 16:00,05-12-2019 20:00,71.8
05-12-2019 20:00,06-12-2019 00:00,65.93
06-12-2019 00:00,06-12-2019 04:00,65.36
06-12-2019 04:00,06-12-2019 08:00,59.75
06-12-2019 08:00,06-12-2019 12:00,62.13
06-12-2019 12:00,06-12-2019 16:00,53.5
06-12-2019 16:00,06-12-2019 20:00,53.93
06-12-2019 20:00,07-12-2019 00:00,50.46
07-12-2019 00:00,07-12-2019 04:00,42.33
07-12-2019 04:00,07-12-2019 08:00,39.73
07-12-2019 08:00,07-12-2019 12:00,42.6
07-12-2019 12:00,07-12-2019 16:00,21.62
07-12-2019 16:00,07-12-2019 20:00,35.33
07-12-2019 20:00,08-12-2019 00:00,41.54
08-12-2019 00:00,08-12-2019 04:00,22.5
08-12-2019 04:00,08-12-2019 08:00,20.43
08-12-2019 08:00,08-12-2019 12:00,19.5
08-12-2019 12:00,08-12-2019 16:00,11
08-12-2019 16:00,08-12-2019 20:00,8.36
08-12-2019 20:00,09-12-2019 00:00,12.29
09-12-2019 00:00,09-12-2019 04:00,13.21
09-12-2019 04:00,09-12-2019 08:00,11.53
09-12-2019 08:00,09-12-2019 12:00,15.92
09-12-2019 12:00,09-12-2019 16:00,8.73
09-12-2019 16:00,09-12-2019 20:00,12.87
09-12-2019 20:00,10-12-2019 00:00,15.53
10-12-2019 00:00,10-12-2019 04:00,27
10-12-2019 04:00,10-12-2019 08:00,52.25
10-12-2019 08:00,10-12-2019 12:00,33.5
10-12-2019 12:00,10-12-2019 16:00,9.19
10-12-2019 16:00,10-12-2019 20:00,11.67
10-12-2019 20:00,11-12-2019 00:00,13.62
11-12-2019 00:00,11-12-2019 04:00,44.6
11-12-2019 04:00,11-12-2019 08:00,56.57
11-12-2019 08:00,11-12-2019 12:00,25
11-12-2019 12:00,11-12-2019 16:00,9.6
11-12-2019 16:00,11-12-2019 20:00,14.15
11-12-2019 20:00,12-12-2019 00:00,17.64
12-12-2019 00:00,12-12-2019 04:00,57.27
12-12-2019 04:00,12-12-2019 08:00,56.4
12-12-2019 08:00,12-12-2019 12:00,25.27
12-12-2019 12:00,12-12-2019 16:00,14.06
12-12-2019 16:00,12-12-2019 20:00,27.81
12-12-2019 20:00,13-12-2019 00:00,30.57
13-12-2019 00:00,13-12-2019 04:00,52.5
13-12-2019 04:00,13-12-2019 08:00,41.13
13-12-2019 08:00,13-12-2019 12:00,30.08
13-12-2019 12:00,13-12-2019 16:00,24.53
13-12-2019 16:00,13-12-2019 20:00,38.94
13-12-2019 20:00,14-12-2019 00:00,35.38
14-12-2019 00:00,14-12-2019 04:00,29.25
14-12-2019 04:00,14-12-2019 08:00,
14-12-2019 08:00,14-12-2019 12:00,42.67
14-12-2019 12:00,14-12-2019 16:00,45.73
14-12-2019 16:00,14-12-2019 20:00,38.93
14-12-2019 20:00,15-12-2019 00:00,28.62
15-12-2019 00:00,15-12-2019 04:00,17.6
15-12-2019 04:00,15-12-2019 08:00,33.73
15-12-2019 08:00,15-12-2019 12:00,29.38
15-12-2019 12:00,15-12-2019 16:00,24.56
15-12-2019 16:00,15-12-2019 20:00,28.81
15-12-2019 20:00,16-12-2019 00:00,30.33
16-12-2019 00:00,16-12-2019 04:00,29.64
16-12-2019 04:00,16-12-2019 08:00,41.57
16-12-2019 08:00,16-12-2019 12:00,44.75
16-12-2019 12:00,16-12-2019 16:00,43.75
16-12-2019 16:00,16-12-2019 20:00,59.69
16-12-2019 20:00,17-12-2019 00:00,68.36
17-12-2019 00:00,17-12-2019 04:00,73.73
17-12-2019 04:00,17-12-2019 08:00,97.56
17-12-2019 08:00,17-12-2019 12:00,86.71
17-12-2019 12:00,17-12-2019 16:00,66.14
17-12-2019 16:00,17-12-2019 20:00,68.13
17-12-2019 20:00,18-12-2019 00:00,59.5
18-12-2019 00:00,18-12-2019 04:00,68.69
18-12-2019 04:00,18-12-2019 08:00,83.77
18-12-2019 08:00,18-12-2019 12:00,80.69
18-12-2019 12:00,18-12-2019 16:00,74.27
18-12-2019 16:00,18-12-2019 20:00,75.56
18-12-2019 20:00,19-12-2019 00:00,75.19
19-12-2019 00:00,19-12-2019 04:00,71.87
19-12-2019 04:00,19-12-2019 08:00,79.57
19-12-2019 08:00,19-12-2019 12:00,78.87
19-12-2019 12:00,19-12-2019 16:00,75.06
19-12-2019 16:00,19-12-2019 20:00,68.62
19-12-2019 20:00,20-12-2019 00:00,73.14
20-12-2019 00:00,20-12-2019 04:00,68.2
20-12-2019 04:00,20-12-2019 08:00,73.79
20-12-2019 08:00,20-12-2019 12:00,72.25
20-12-2019 12:00,20-12-2019 16:00,65.67
20-12-2019 16:00,20-12-2019 20:00,64.75
20-12-2019 20:00,21-12-2019 00:00,64.87
21-12-2019 00:00,21-12-2019 04:00,66.81
21-12-2019 04:00,21-12-2019 08:00,87.88
21-12-2019 08:00,21-12-2019 12:00,87.27
21-12-2019 12:00,21-12-2019 16:00,59.62
21-12-2019 16:00,21-12-2019 20:00,64.56
21-12-2019 20:00,22-12-2019 00:00,70.8
22-12-2019 00:00,22-12-2019 04:00,72.62
22-12-2019 04:00,22-12-2019 08:00,77.2
22-12-2019 08:00,22-12-2019 12:00,75.71
22-12-2019 12:00,22-12-2019 16:00,61.53
22-12-2019 16:00,22-12-2019 20:00,62.2
22-12-2019 20:00,23-12-2019 00:00,83.2
23-12-2019 00:00,23-12-2019 04:00,83.38
23-12-2019 04:00,23-12-2019 08:00,86
23-12-2019 08:00,23-12-2019 12:00,78.94
23-12-2019 12:00,23-12-2019 16:00,68.81
23-12-2019 16:00,23-12-2019 20:00,75.94
23-12-2019 20:00,24-12-2019 00:00,86.06
24-12-2019 00:00,24-12-2019 04:00,78.38
24-12-2019 04:00,24-12-2019 08:00,94.19
24-12-2019 08:00,24-12-2019 12:00,113.47
24-12-2019 12:00,24-12-2019 16:00,104.94
24-12-2019 16:00,24-12-2019 20:00,76.31
24-12-2019 20:00,25-12-2019 00:00,106.12
25-12-2019 00:00,25-12-2019 04:00,116.62
25-12-2019 04:00,25-12-2019 08:00,113.69
25-12-2019 08:00,25-12-2019 12:00,113.88
25-12-2019 12:00,25-12-2019 16:00,35.12
25-12-2019 16:00,25-12-2019 20:00,36.75
25-12-2019 20:00,26-12-2019 00:00,55.06
26-12-2019 00:00,26-12-2019 04:00,61.64
26-12-2019 04:00,26-12-2019 08:00,89.81
26-12-2019 08:00,26-12-2019 12:00,102.53
26-12-2019 12:00,26-12-2019 16:00,35.81
